"","REGION","REGIONCODE","CRUISE_ID","LOCATION","LOCATIONCODE","OCC_SITEID","OCC_SITENAME","LATITUDE","LONGITUDE","CB_METHOD","FISH_BIOMASS_KG_HA_ALL_L95","FISH_BIOMASS_KG_HA_ALL_MEAN","FISH_BIOMASS_KG_HA_ALL_SD","FISH_BIOMASS_KG_HA_ALL_SE","FISH_BIOMASS_KG_HA_ALL_U95","FISH_BIOMASS_KG_HA_EXCAVATOR_L95","FISH_BIOMASS_KG_HA_EXCAVATOR_MEAN","FISH_BIOMASS_KG_HA_EXCAVATOR_SD","FISH_BIOMASS_KG_HA_EXCAVATOR_SE","FISH_BIOMASS_KG_HA_EXCAVATOR_U95","FISH_BIOMASS_KG_HA_OTHER_L95","FISH_BIOMASS_KG_HA_OTHER_MEAN","FISH_BIOMASS_KG_HA_OTHER_SD","FISH_BIOMASS_KG_HA_OTHER_SE","FISH_BIOMASS_KG_HA_OTHER_U95","FISH_BIOMASS_KG_HA_SCRAPER_L95","FISH_BIOMASS_KG_HA_SCRAPER_MEAN","FISH_BIOMASS_KG_HA_SCRAPER_SD","FISH_BIOMASS_KG_HA_SCRAPER_SE","FISH_BIOMASS_KG_HA_SCRAPER_U95","FISH_DENSITY_ABUNDANCE_HA_ALL_L95","FISH_DENSITY_ABUNDANCE_HA_ALL_MEAN","FISH_DENSITY_ABUNDANCE_HA_ALL_SD","FISH_DENSITY_ABUNDANCE_HA_ALL_SE","FISH_DENSITY_ABUNDANCE_HA_ALL_U95","FISH_DENSITY_ABUNDANCE_HA_EXCAVATOR_L95","FISH_DENSITY_ABUNDANCE_HA_EXCAVATOR_MEAN","FISH_DENSITY_ABUNDANCE_HA_EXCAVATOR_SD","FISH_DENSITY_ABUNDANCE_HA_EXCAVATOR_SE","FISH_DENSITY_ABUNDANCE_HA_EXCAVATOR_U95","FISH_DENSITY_ABUNDANCE_HA_OTHER_L95","FISH_DENSITY_ABUNDANCE_HA_OTHER_MEAN","FISH_DENSITY_ABUNDANCE_HA_OTHER_SD","FISH_DENSITY_ABUNDANCE_HA_OTHER_SE","FISH_DENSITY_ABUNDANCE_HA_OTHER_U95","FISH_DENSITY_ABUNDANCE_HA_SCRAPER_L95","FISH_DENSITY_ABUNDANCE_HA_SCRAPER_MEAN","FISH_DENSITY_ABUNDANCE_HA_SCRAPER_SD","FISH_DENSITY_ABUNDANCE_HA_SCRAPER_SE","FISH_DENSITY_ABUNDANCE_HA_SCRAPER_U95","FISH_EROSION_KG_M2_YR_ALL_L95","FISH_EROSION_KG_M2_YR_ALL_MEAN","FISH_EROSION_KG_M2_YR_ALL_SD","FISH_EROSION_KG_M2_YR_ALL_SE","FISH_EROSION_KG_M2_YR_ALL_U95","FISH_EROSION_KG_M2_YR_EXCAVATOR_L95","FISH_EROSION_KG_M2_YR_EXCAVATOR_MEAN","FISH_EROSION_KG_M2_YR_EXCAVATOR_SD","FISH_EROSION_KG_M2_YR_EXCAVATOR_SE","FISH_EROSION_KG_M2_YR_EXCAVATOR_U95","FISH_EROSION_KG_M2_YR_OTHER_L95","FISH_EROSION_KG_M2_YR_OTHER_MEAN","FISH_EROSION_KG_M2_YR_OTHER_SD","FISH_EROSION_KG_M2_YR_OTHER_SE","FISH_EROSION_KG_M2_YR_OTHER_U95","FISH_EROSION_KG_M2_YR_SCRAPER_L95","FISH_EROSION_KG_M2_YR_SCRAPER_MEAN","FISH_EROSION_KG_M2_YR_SCRAPER_SD","FISH_EROSION_KG_M2_YR_SCRAPER_SE","FISH_EROSION_KG_M2_YR_SCRAPER_U95"
"1","Main Hawaiian Islands","MHI","MP2108","Oahu","OAH","OCC-OAH-002","Mokuleia","21.591","-158.175","IPRB",0,2.21403681388004,7.00139915532321,2.21403681388004,6.5756893372237,0,0,0,0,0,0,2.21403681388004,7.00139915532321,2.21403681388004,6.5756893372237,0,0,0,0,0,0,13.3333333333333,42.1637021355784,13.3333333333333,39.6,0,0,0,0,0,0,13.3333333333333,42.1637021355784,13.3333333333333,39.6,0,0,0,0,0,0,0.000494968263601281,0.00156522708247866,0.000494968263601281,0.0014700557428958,0,0,0,0,0,0,0.000494968263601281,0.00156522708247866,0.000494968263601281,0.0014700557428958,0,0,0,0,0
"2","Main Hawaiian Islands","MHI","MP2108","Oahu","OAH","OCC-OAH-005","Kaneohe Bay","21.48","-157.783","IPRB",13.9072812074841,43.7804126677834,47.952861043745,15.1640261219793,73.6535441280827,0,0,0,0,0,6.10692227191151,12.04437636813,9.53090276484617,3.01393608945101,17.9818304643485,3.66693041432683,31.7360362996534,45.0570083665325,14.2482770991505,59.8051421849799,687.605079336816,980,469.357322619235,148.423817595525,1272.39492066318,0,0,0,0,0,395.644444444445,693.333333333333,477.855290869888,151.111111111111,991.022222222222,119.334736615003,286.666666666667,268.604073215855,84.9400660160728,453.99859671833,0.009326090123751,0.031269324934726,0.035223655449023,0.0111386978735914,0.0532125597457009,0,0,0,0,0,0.000357758610618884,0.00186363555630609,0.00241725940320266,0.000764404540957971,0.00336951250199329,0.00774593381289325,0.0294056893784199,0.0347686097205952,0.0109947997794551,0.0510654449439465
"3","Main Hawaiian Islands","MHI","MP2108","Oahu","OAH","OCC-OAH-010","Kewalo","21.288","-157.865","IPRB",0,20.2542250724807,53.7259767124351,16.989645592846,53.7238268903874,0,0,0,0,0,0,0.984451888443508,2.1017890090533,0.66464404297167,2.2938006530977,0,19.2697731840372,54.0187858507891,17.082239972537,52.9217859299351,37.4026665530774,180,228.899676121211,72.3844332217881,322.597333446923,0,0,0,0,0,0,100,167.036626426366,52.8216192177987,204.058589859063,0,80,168.654808542314,53.3333333333333,185.066666666667,0,0.00279055997276245,0.00841856439966068,0.00266218381317358,0.0080350620847144,0,0,0,0,0,0,0.000109212378637941,0.00034535986518061,0.000109212378637941,0.000324360764554683,0,0.00268134759412451,0.00845007103853768,0.00267214708720035,0.0079454773559092
"4","Main Hawaiian Islands","MHI","MP2108","Oahu","OAH","OCC-OAH-012","Makua","21.534","-158.234","IPRB",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5","Main Hawaiian Islands","MHI","MP2108","Oahu","OAH","OCC-OAH-038","Reef Runway","21.298","-157.933","IPRB",17.8137784622893,71.3780492875107,85.9822827481251,27.1899851904677,124.942320112732,0,0,0,0,0,0,5.32962109958244,11.1240869294373,3.51774515867308,12.2595790621684,13.0567510927899,66.0484281879283,85.0631455090419,26.8993284746895,119.040105283067,112.074220124085,209.52380952381,156.427745965142,49.4667966496062,306.973398923534,0,0,0,0,0,0,46.6666666666667,83.4443704689715,26.3874268600843,98.6498975810327,73.5129077285233,162.857142857143,143.416892798002,45.3524036185886,252.201377985762,0.0144781529939671,0.0446722891660954,0.0484681432919814,0.0153269726762073,0.0748664253382237,0,0,0,0,0,0,0.00120836128447844,0.00259895167931241,0.000821860683534672,0.00282742683104175,0.0133993524253244,0.043463927881617,0.0482601702171983,0.015261205815377,0.0735285033379096
"6","Main Hawaiian Islands","MHI","MP2108","Oahu","OAH","OCC-OAH-039","Ewa","21.293","-158.006","IPRB",0,1.05598543159464,2.69264521464084,0.851489180901802,2.73341911797119,0,0,0,0,0,0,1.05598543159464,2.69264521464084,0.851489180901802,2.73341911797119,0,0,0,0,0,0,46.6666666666667,77.3001205818937,24.4444444444444,94.8222222222222,0,0,0,0,0,0,46.6666666666667,77.3001205818937,24.4444444444444,94.8222222222222,0,0,0,0,0,0,0.000218424757275881,0.00069071973036122,0.000218424757275881,0.000648721529109367,0,0,0,0,0,0,0.000218424757275881,0.00069071973036122,0.000218424757275881,0.000648721529109367,0,0,0,0,0
"7","Main Hawaiian Islands","MHI","MP2108","Oahu","OAH","OCC-OAH-040","Barbers Point","21.29","-158.067","IPRB",8.78142816415958,20.7245628895904,19.1713239261985,6.06250493676689,32.6676976150211,0,0,0,0,0,3.41431386968223,12.1353788540264,13.9992025242985,4.42693654027621,20.8564438383705,2.68269569892107,8.589184035564,9.48119599848275,2.99821742976798,14.4956723722069,120.075364201283,220,160.400732734387,50.7231653800592,319.924635798717,0,0,0,0,0,47.2835997033032,106.666666666667,95.3227137312321,30.1436888138901,166.04973363003,45.3719463297061,113.333333333333,109.092779632298,34.4981659916889,181.294720336961,0.00110340602453418,0.00320902306787323,0.00337997245534055,0.00106884113875079,0.00531464011121229,0,0,0,0,0,0.000859379373608075,0.00290466571309707,0.00328312857868711,0.00103821641598426,0.00494995205258607,0.000106387638228562,0.000304357354776164,0.000317784371587993,0.000100492241902336,0.000502327071323765
"8","Main Hawaiian Islands","MARIAN","MP2108","Oahu","OAH","OCC-OAH-010","Kewalo","21.28832","-157.86533","Fixed SPC",0,26.5272496600125,33.6042328911351,23.7617809538936,73.3379581391829,0,0,0,0,0,0,2.72200657269614,3.84949861197559,2.72200657269614,8.08435952090753,0,22.3524510385619,28.7274551698313,20.3133783568203,62.3698064014978,30.8406911946962,198.059484736581,120.042175487614,84.8826363156775,365.278278278466,0,0,0,0,0,0,28.2942121052258,40.0140584958714,28.2942121052258,84.0338099525207,56.5884242104517,56.5884242104517,0,0,56.5884242104517,0,0.000509462689880686,0.000695623954661382,0.000491880415496866,0.00147846710840951,0,0,0,0,0,0,0.000463511730854719,0.000655504576093771,0.000463511730854719,0.00137662984063852,0,0.0000459509590259669,0.0000401193785676103,0.0000283686846421475,0.000101837267770997
"9","Main Hawaiian Islands","MARIAN","MP2108","Oahu","OAH","OCC-OAH-038","ReefRunway","21.29814","-157.93333","Fixed SPC",33.2882568270215,46.5292713234941,9.50539202055343,6.72132715556983,59.7702858199666,0,0,0,0,0,0,5.50865632513417,7.79041648545707,5.50865632513417,16.3607092856485,17.1701611505824,40.7704978754636,16.9420894786289,11.9798663578077,64.3708346003448,226.353696841807,226.353696841807,0,0,226.353696841807,0,0,0,0,0,0,56.5884242104517,80.0281169917428,56.5884242104517,168.067619905041,85.7314626788343,141.471060526129,40.0140584958714,28.2942121052258,197.210658373424,0.010668829174131,0.023948452003482,0.00953310797384141,0.00674092529408681,0.037228074832833,0,0,0,0,0,0,0.000927023461709438,0.00131100915218754,0.000927023461709438,0.00275325968127703,0.00791556949285395,0.0230214285417726,0.0108441171260289,0.00766794875579624,0.0381272875906912
"10","Main Hawaiian Islands","MARIAN","MP2108","Oahu","OAH","OCC-OAH-005","Kaneohe","21.4797","-157.78294","Fixed SPC",22.3953031017558,44.0134367383472,15.5191156254119,10.9736718967469,65.6315703749385,0,0,0,0,0,0,7.09005317208563,10.0268493539099,7.09005317208563,21.0574579210943,23.3049875731221,34.914068042505,8.33386753628526,5.89293424841773,46.523148511888,0,594.178454209743,520.182760446328,367.824757367936,1318.79322622458,0,0,0,0,0,0,28.2942121052258,40.0140584958714,28.2942121052258,84.0338099525207,114.874501147217,226.353696841807,80.0281169917427,56.5884242104517,337.832892536396,0.0161009742395694,0.0241242916010866,0.00575973818674175,0.0040727499297042,0.0321476089626039,0,0,0,0,0,0,0.0021007105553535,0.00297085335800123,0.0021007105553535,0.00623911034939988,0.00986186389016949,0.0220235810457332,0.00873059154474298,0.0061734604850577,0.0341852982012968
"11","Main Hawaiian Islands","MARIAN","MP2108","Oahu","OAH","OCC-OAH-012","Makua","21.53425","-158.23437","Fixed SPC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"12","Main Hawaiian Islands","MARIAN","MP2108","Oahu","OAH","OCC-OAH-002","Mokuleia","21.59087","-158.17518","Fixed SPC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13","Main Hawaiian Islands","MARIAN","MP2108","Oahu","OAH","OCC-OAH-040","Barbers","21.29031","-158.06675","Fixed SPC",0,15.4799791730299,12.5689706768963,8.88760439816821,32.9885598374213,0,0,0,0,0,0,10.2724547677716,11.2354357610271,7.94465281620811,25.9234208157016,3.3499097887969,5.20752440525829,1.33353491586914,0.942951581960098,7.06513902171969,85.7314626788343,141.471060526129,40.0140584958714,28.2942121052258,197.210658373424,0,0,0,0,0,29.1430384683826,84.8826363156775,40.0140584958714,28.2942121052258,140.622234162972,56.5884242104517,56.5884242104517,0,0,56.5884242104517,0.000607843625958331,0.00152096173574213,0.000655504576093771,0.000463511730854719,0.00243407984552592,0,0,0,0,0,0.00047741708278036,0.00139053519256416,0.000655504576093771,0.000463511730854719,0.00230365330234795,0.000130426543177971,0.000130426543177971,0,0,0.000130426543177971
"14","Main Hawaiian Islands","MARIAN","MP2108","Oahu","OAH","OCC-OAH-039","Ewa","21.29335","-158.00573","Fixed SPC",0.134373309212974,0.527061776847175,0.281901196302434,0.199334247530051,0.919750244481376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.5884242104517,56.5884242104517,0,0,56.5884242104517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"15","Main Hawaiian Islands","MARIAN","MP2108","Oahu","OAH","OCC-OAH-002","Mokuleia","21.59087","-158.17518","StRS SPC",0,11.4294029991437,20.4244696604587,7.71972391170821,26.6372591052088,0,0,0,0,0,0,0,0,0,0,0,11.4103738776575,20.4368445266477,7.72440117148592,26.6274441854847,13.3809877077715,32.3362424059724,25.4573045529584,9.62195669959434,51.2914971041732,0,0,0,0,0,0,0,0,0,0,0,12.1260909022396,22.2617670356297,8.41415704587596,28.7019802826153,0,0.0000359858809399565,0.0000623867502657176,0.0000235799751869402,0.0000824384320582287,0,0,0,0,0,0,0,0,0,0,0,0.0000359858809399565,0.0000623867502657176,0.0000235799751869402,0.0000824384320582287
"16","Main Hawaiian Islands","MARIAN","MP2108","Oahu","OAH","OCC-OAH-005","Kaneohe","21.4797","-157.78294","StRS SPC",2.4121181037956,14.9826884323319,19.1430005003091,6.3810001667697,27.5532587608682,0,0,0,0,0,0,1.19698207114669,2.14809917550281,0.716033058500938,2.60756719639353,0,12.3476241619057,19.0358870841842,6.34529569472805,24.8478566805199,49.1024714908583,147.758663216179,150.237855419271,50.0792851397569,246.4148549415,0,0,0,0,0,0.141471060526129,9.43140403507528,14.1471060526129,4.71570201753764,18.7213370096244,3.03490545126774,53.4446228654266,76.7660671281607,25.5886890427202,103.854340279585,0,0.00686296523140082,0.011264197628507,0.00375473254283567,0.0142597883407871,0,0,0,0,0,0,0.00033641489078477,0.000691384144124841,0.000230461381374947,0.000790423812093416,0,0.00652655034061605,0.0112590270008415,0.00375300900028049,0.0139199780711686
"17","Main Hawaiian Islands","MARIAN","MP2108","Oahu","OAH","OCC-OAH-010","Kewalo","21.28832","-157.86533","StRS SPC",0,11.3196305217258,28.6361884072849,8.63413567026263,28.3288777921432,0,8.32321107871473,26.3203044550856,7.93587038594895,23.9568757390342,0,0.147178687107036,0.465419874291493,0.140329372090842,0.423627550125995,0,2.41791727494952,4.35217053740396,1.3122287905644,5.00300799236138,14.3171321145431,65.0766878420194,85.4570562807993,25.7662719428814,115.836243569496,0,2.82942121052258,8.94741548524214,2.69774727345126,8.14398333922157,0,2.82942121052258,8.94741548524214,2.69774727345126,8.14398333922157,6.73843699517784,33.953054526271,45.8176016059209,13.8145266655295,61.1676720573642,0.000714590511451182,0.00359910308131491,0.00485626695294508,0.00146421957861103,0.00648361565117864,0,0.000088443586279595,0.000279683177077138,0.0000843276507763086,0.000254569058308923,0,0.0000463511730854719,0.000146575279170786,0.0000441941095046446,0.000133413568809622,0.000721201082223879,0.00346430832194985,0.00461820176339011,0.00139244022321115,0.00620741556167581
"18","Main Hawaiian Islands","MARIAN","MP2108","Oahu","OAH","OCC-OAH-012","Makua","21.53425","-158.23437","StRS SPC",0,8.88953566600063,18.3921108653613,6.13070362178711,20.9670218009212,0,0,0,0,0,0,0,0,0,0,0,8.87473523817804,18.4001215332396,6.13337384441319,20.957481711672,7.90902484394266,25.1504107602007,26.2559176389717,8.7519725463239,42.3917966764588,0,0,0,0,0,0,0,0,0,0,0,9.43140403507528,20.0070292479357,6.6690097493119,22.5693532412197,0,0.000027989018508855,0.0000563105880670699,0.0000187701960223566,0.0000649663046728976,0,0,0,0,0,0,0,0,0,0,0,0.000027989018508855,0.0000563105880670699,0.0000187701960223566,0.0000649663046728976
"19","Main Hawaiian Islands","MARIAN","MP2108","Oahu","OAH","OCC-OAH-038","ReefRunway","21.29814","-157.93333","StRS SPC",0,11.1634605606605,28.6889698239401,8.65004986616705,28.2040587970096,0,8.32321107871473,26.3203044550856,7.93587038594895,23.9568757390342,0,0.147178687107036,0.465419874291493,0.140329372090842,0.423627550125995,0,2.19765697562934,4.35808129606713,1.3140109513564,4.78625854980146,11.6425132032993,62.2472666314968,85.196436411057,25.6876920955317,112.852020059694,0,2.82942121052258,8.94741548524214,2.69774727345126,8.14398333922157,0,2.82942121052258,8.94741548524214,2.69774727345126,8.14398333922157,3.24112597029074,28.2942121052258,42.1785210913883,12.717302606566,53.3472982401609,0.000391321024203394,0.00290659306241262,0.00423462619107232,0.00127678783665443,0.00542186510062184,0,0.000088443586279595,0.000279683177077138,0.0000843276507763086,0.000254569058308923,0,0.0000463511730854719,0.000146575279170786,0.0000441941095046446,0.000133413568809622,0.000435640715512624,0.00277179830304755,0.00393307521268792,0.00118586679570301,0.00510795589058248
"20","Main Hawaiian Islands","MARIAN","MP2108","Oahu","OAH","OCC-OAH-039","Ewa","21.29335","-158.00573","StRS SPC",0,16.9649561200366,34.6266862836045,10.9499196480301,38.5362978266559,0,8.32321107871473,26.3203044550856,8.32321107871473,24.7199369037828,0,0.147178687107036,0.465419874291493,0.147178687107036,0.437120700707898,0,7.82026087024533,21.8948096989921,6.92374675847606,21.4600419844432,0,87.7120575262001,143.313900653836,45.3198346429214,176.992131772755,0,2.82942121052258,8.94741548524214,2.82942121052258,8.40338099525207,0,2.82942121052258,8.94741548524214,2.82942121052258,8.40338099525207,0,39.6118969473162,72.0746884353552,22.792017710272,84.512171836552,0,0.0024109811259516,0.00399289168910827,0.00126266321879391,0.0048984276669756,0,0.000088443586279595,0.000279683177077138,0.000088443586279595,0.000262677451250397,0,0.0000463511730854719,0.000146575279170786,0.0000463511730854719,0.000137662984063851,0.00000156153131748282,0.00227618636658654,0.00365126665067792,0.00115463189607566,0.00455081120185559
"21","Main Hawaiian Islands","MARIAN","MP2108","Oahu","OAH","OCC-OAH-040","Barbers","21.29031","-158.06675","StRS SPC",0,20.988419540152,38.063891160986,13.45761777914,47.4999265650577,0,10.4040138483934,29.4269949750309,10.4040138483934,30.8999211297284,0,0.183973358883796,0.520355238497593,0.183973358883796,0.546400875884873,0,9.63766340073156,24.4415329043173,8.64138682961846,26.6611954550799,0,102.566518881444,157.852798211348,55.8093920222581,212.511021165292,0,3.53677651315323,10.0035146239678,3.53677651315323,10.5042262440651,0,3.53677651315323,10.0035146239678,3.53677651315323,10.5042262440651,0,45.978094670992,79.938749999052,28.2626161019529,101.655448391839,0,0.00258090764562557,0.00441327589546599,0.00156032865646557,0.00565475509886274,0,0.000110554482849494,0.000312695298053796,0.000110554482849494,0.000328346814062997,0,0.0000579389663568399,0.000163876144023443,0.0000579389663568399,0.000172078730079814,0,0.00241241419641924,0.004022237933323,0.00142207585909923,0.00521390363884471
